"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"91","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"92","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","4","26","FieldNamingConventions","The static field name 'CREATE_USER' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"93","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","5","26","FieldNamingConventions","The static field name 'CREATE_ACCOUNT_CONTACT' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"94","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","9","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"95","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","13","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"96","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","13","40","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"97","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","17","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"98","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","17","25","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"99","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","22","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"100","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","22","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"101","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","30","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"102","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","30","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"103","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","35","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"104","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","35","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"105","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","35","24","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"106","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","39","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"107","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","60","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"108","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","60","12","MethodNamingConventions","The instance method name 'UpdatePatients' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"109","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","83","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"110","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","83","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"111","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","84","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"112","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","84","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"113","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","85","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"114","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePatientsContact.cls","85","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"115","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","1","8","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"116","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","2","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"117","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","2","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"118","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","7","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"119","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","7","42","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"120","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","12","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"121","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","12","25","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"122","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","13","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"123","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","13","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"124","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","14","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"125","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","14","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"126","5","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","15","12","UnusedLocalVariable","Variable 'jobID' defined but not used","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"127","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","18","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"128","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","18","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"129","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchCreatePortalAccountContact.cls","18","24","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"130","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","6","8","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"131","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","19","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"132","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","19","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"133","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","28","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"134","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","28","32","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"135","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","39","25","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"136","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","42","13","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"137","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","51","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"138","1","1","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","51","24","FormalParameterNamingConventions","The method parameter name 'BC' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"139","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","64","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"140","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/BatchMergePortalContact.cls","64","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
